team,toss_win_match_win_rate
CSK,0.5
DC,0.75
GT,0.7142857142857143
KKR,0.5
LSG,0.6
MI,0.5714285714285714
PBKS,0.6666666666666666
RCB,0.7142857142857143
RR,0.2857142857142857
SRH,0.375
Unknown,1.0
